index,context_variant,sae_context,aae_context,sae_continuation,aae_continuation,preferred,A_is,B_is,raw_response
1423,AAE,"Well , it ' s",Well time for me to,"time for me to head out and really celebrate my birthday in the Bahamas ! See you later , Chicago . Oh yeah , my birthday is on Sunday !",hit the road n really celebrate my bday in the Bahamas ! ! ! ! See you later chi city . Oh yea bday is on SUNDAY ! ! ! ! !,SAE,AAE,SAE,B
1424,AAE,"I play ball in multiple ways , which means I ’ m athletic . You",""" ii BaLL muLtipLe wayz whicKh mean im athLetiK , uu","’ ve been hustling for 5 years , which means you ’ re bad at it .","Been hustLin foR 5 yeaRz whicKh mean uu Bad at it """,AAE,SAE,AAE,B
1425,AAE,just think that he needs to move on and stop acting like she is the only real hood woman he is ever,just thank that he need to move on stop acting like she is the only real hood chick that he ever,going to get .,going to get .,SAE,AAE,SAE,B
1426,AAE,"Why do people say , "" I",Why people say am about,"' m about to run in the store , "" when in reality you ' re just walking into the store …",to run and the store but real you walking in the store . . .,SAE,SAE,AAE,A
1427,AAE,"Wow , 95 . 5 is playing great",damn 95 . 5 jamming .,"music . Honestly , I ’ ve been locked in all day . The music really feels good for your soul .",Real talk I bn locked n all day . Music feels good to yo soul,AAE,AAE,SAE,A
1428,AAE,", you ’ re so funny . Go ahead , JJ , get that 500 million . Laughing my butt",u a fool ' gone JJ ' get that 500 million ' lmbo u,off — you know I support you on .,know I ' m rocking witcha on,AAE,SAE,AAE,B
1429,AAE,They have me in here,They got me in here,doing the South Dallas Swag . I haven ' t done that since last spring .,doin the south Dallas swag . I ain ' t do dat since last spring,AAE,SAE,AAE,B
1430,AAE,Repo men come and take an organ until your payments are,Repo Men Come & Take An Organ Until Your Payments Are Back,back in order !,In Order ! ! !,AAE,SAE,AAE,B
1431,AAE,"Same old stuff , man . Just trying to make money",Same ol shit Bruh Trying to get money &,"and stay true ! We need to have a drink together soon , though . It ’ s a new year — let ’ s try some new things !",stay true ! ! ! We gotta drank a Lil something soon though . New Year lets get into new shit ! !,SAE,AAE,SAE,B
1432,AAE,"Man , I really",Mannn I be crackin,"make myself laugh and I swear I ' m not even trying , lol .",myself tf up n I swear I don ' t even b trying lbvs,AAE,SAE,AAE,B
1433,AAE,I hope you can,""" I hope you",understand me when I say pay before you get involved with me .,", can feel me , when I say pay before you play with me """,SAE,SAE,AAE,A
1434,AAE,Oh . What are you even talking about ?,Oh . Wtf your crazy ass talking about,! Just bring me something to eat because I ' m starving .,? ! Just bring a bitch something cause I ' m starving,SAE,AAE,SAE,B
1435,AAE,All of you are going on my shit list . You went to Hong Kong and didn ’ t even bring me,Oh all y ' all going into shit list . . Y ' all went to Hong Kong and didn ' t bring,a single fry .,a bitch a fry,AAE,SAE,AAE,B
1436,AAE,You all better come get your cousin ; that girl hit me in,y ' all better come get your cousin that bitch hit me,the face with a snowball .,in my face with a snowball,AAE,SAE,AAE,B
1437,AAE,you didn ’ t answer the phone last night . We ’ re coming over there today . It ’ ll be around,your ugly ass didn ' t answer the phone last night . . We coming over there today . . It ' ll be,6 or 7 .,about 6 or 7,AAE,SAE,AAE,B
1438,AAE,When you have a,When you got a,"man , there are only a few ways that you can keep him .",nigga it ' s only a couple of ways that you can keep him,SAE,SAE,AAE,A
1439,AAE,"Blessed to be here another day . In case you haven ' t heard it today ,",Blessed to be here another day . . In case you haven ' t heard it today Kiaphia,Kiaphia loves you .,loves you . .,AAE,AAE,SAE,A
1440,AAE,I ’ m still taking her over there and throwing her,I ' m still taking this bitch over there and throwing this,as far as I can .,hoe as far as I can,AAE,SAE,AAE,B
1441,AAE,"Yeah , he is ,",yea he is,but Melo might dominate him and he can ' t shoot at all . You ' d be better off with a CP3 .,but melo might kill him and he cnt shoot for shit you better off wit a cp3,AAE,AAE,SAE,A
1442,AAE,"LOL , I ’ m dying , but JE did call it",Lmao dies but JE call it fat one,"fat one day though — seriously , so there is something back there .",day though real shit so it sunthing back there,AAE,SAE,AAE,B
1443,AAE,"lol Shana , what do you mean ? I don ' t be saying that , girl",lmao shana wat yu mean i dont b sayin dat,", what do you mean ?",girl wat yu mean,AAE,SAE,AAE,B
1444,AAE,When I first played that,""" Put when I first","song , Swagg , you said you didn ’ t like it !","played that song swagg yu said yu didnt like it it , ! """,SAE,SAE,AAE,A
1445,AAE,"Man , I ' m about to take a little nap . I ' m going to call you later",man I ' m bouta take me a lil nap ima call yu lata nd,and you better answer .,yo ass betta answer,AAE,AAE,SAE,A
1446,AAE,I just got off the phone with my friend . Goodnight — I ' ve got,""" Just got off the phone wit my guy , goodnight 9 : 30 class",a 9 : 30 class in the morning !,"in the a . m . ! """,SAE,SAE,AAE,A
1447,AAE,"Wanda is acting wild in her bed , what the heck , she must be hot because she ’ s tossing and",""" Wanda goin fool in her bed tf , she must b hawt cause she tossin nd turnin the bitch",turning and just yelling out !,"just yell out ! """,AAE,AAE,SAE,A
1448,AAE,and I can never be near each other in the weight room — she jokes around too,Me & can neva b by each otha in the wait room she too,"much , lmao !",jokey lmao !,AAE,AAE,SAE,A
1449,AAE,I work hard to get where I am ; these people don ’ t want to see you,""" I grind to get where I ' m at , theses bitches dont wanna see yu get",make this money !,"these stackz ! """,SAE,SAE,AAE,A
1450,AAE,""" I hear Wanda asking everyone if they ’ re waking up in the morning",""" I hear Wanda askin everybody is they wakin up in the morning",", lol — not me , said the cat ! """,", lol not I said the cat ! """,SAE,AAE,SAE,B
1451,AAE,I can ' t wait until his big head gets off,""" I can ' t wait til his big ass head get off",work ! I miss him .,"work , ! I miss him """,SAE,AAE,SAE,B
1452,AAE,You can tell when,You can tell,"people don ’ t have a life and are miserable — they do and say some of the dumbest things , shaking my head !",when people dont got no life & miserable they do & say some of the dumbest things smfh !,SAE,SAE,AAE,A
1453,AAE,"Cierra , goodbye . You messed up . Keep my baby ' s name out of",Cierra bye yu den fuck up keep my baby name out yo,"your mouth , okay ? OK .",damn mouth okayy ! OK,SAE,SAE,AAE,A
1454,AAE,"I swear , by the time I get to",i swear by the time i,"Burger King , the ball is going to be dropping . LMAO , like what the heck ?",get to bk the bal gonna be dropping lmao like wtf,AAE,SAE,AAE,B
1455,AAE,"girl , I swear",bitch i,"you must be half Chinese — you always give off such strong Asian , almost - blind vibes . Lmao .",swear u half chineese u stay givin asian almost blind realness lmao,AAE,AAE,SAE,A
1456,AAE,"LMAO , these tweets — but why am I in a car to get food ? LMAO , shaking my head , I ’",Lmaoaoa these weets but y am i in a car to get food lmao smt,m missing everything .,im missin everything,SAE,AAE,SAE,B
1457,AAE,"LOL , God always sends me the most clueless men to like me . LOL , like God , where are",Lmao god always send me the stupidest sign men to like me lmao like god wheres,the compatible ones ?,the compatible ones,AAE,SAE,AAE,B
1458,AAE,"No , bro , this",Naaaa baiii this nigga,"guy really smells . Why is he sitting next to me ? My nose is like , what is happening right now , bro ?",stinkk b y he sittin next to me yo like my nose is like fck is happening right mow b,AAE,SAE,AAE,B
1459,AAE,"So I ' m talking to a Capricorn , haha . I",so im talkn to a capricorn lmao i,"need the information on them , E . Stash .",need the 411 on them e stash,AAE,AAE,SAE,A
1460,AAE,"She had me up all night , all night , all night , having sex — in my French Montana",Shawty had me up all night all night alll night doin da nasty french,voice . Hahaha .,montana voice lmaoooooo,AAE,SAE,AAE,B
1461,AAE,"LOL , Nuria and I are going to",Lmao me nd nuria gonna go,the Being Fresh store . I have to get some things .,to the being fresh store i gotta get some thangs,AAE,AAE,SAE,A
1462,AAE,I ’ ve always,I always wanted,"wanted to walk around my house in tall UGG boots , trunk briefs , and a crop top . LMAO",to walk around jn tall ugg booots trunk briefs and a crop top innmy house lmao,SAE,SAE,AAE,A
1463,AAE,One of my friends needs to get on a show like BGC or Washington Heights so I can make an,One of my friends needa get on a show like bgc or washington heights so ican make,"appearance , lol .",an appearance lmao,AAE,AAE,SAE,A
1464,AAE,My birthday is going to be amazing . I want my hair to be 32 inches long and I want an over,My bday is gonna b lit i want my hair to be 32 inches nd,"- the - top outfit , haha .",i want an ovah outfitt lmao,AAE,SAE,AAE,B
1465,AAE,I ' m not,Im not feelin,feeling that Sasha Go Hard song ; she can do so much better than that . I don ' t know what that was supposed to be .,tht sasha go hard song she can do so much better than tht idk wat tht fck shit was,AAE,SAE,AAE,B
1466,AAE,"Meek Mill better get that tweet I sent him , acting like he ’ s about to set it",Ik meeks better get tht tweet i sent ha fckn set it off hai,"off , laughing .",havn ass lmao,AAE,AAE,SAE,A
1467,AAE,"Lmao , why do all these",Lmao why all these fckn .,urban models feel like they can all be in the music industry ?,Urban models feel as if they can all be in the music industry,SAE,AAE,SAE,B
1468,AAE,"LOL , we ' re",lmao weez goin,going out because he ' s a gentleman ; he ' s not just interested in having sex . LOL,out cause hes a gentlemen he not concerned abt gettin in cooter lmao,AAE,SAE,AAE,B
1469,AAE,I want to be on Love & Hip Hop for getting involved with a closeted rapper and being friends with all the,I wanna be on love nd hip hop for messin with a downlow rapper nd being all the,"vixens , haha .",vixens friends lmao,SAE,AAE,SAE,B
1470,AAE,"LMAO , he said you have the BlackBerry Messenger",Lmfaoaoa he said u got .,"in - the - mirror pose . Get out of here , LOL .",The bbm inn the mirror pose get outta here lmaoao,AAE,SAE,AAE,B
1471,AAE,"Oh my gosh , I",Omg i feel,"feel like I ’ m going to break out . Shaking my head , that food was good but so unhealthy , and then I had soda .",like imma breakout smh that food was good but so bad blah nd then i had soda,SAE,AAE,SAE,B
1472,AAE,I still can ',I still can ',"t believe people put studs on anything and cut and bleach things , then call themselves designers , but okay . . .",t believe ppl throw studs on anything nd cut nd bleach up stuff nd call themselves designers but ok . . . .,AAE,SAE,AAE,B
1473,AAE,"Shaking my head , I know I ’ m missing so many",smhh ik im missin so many callss and,"calls and texts right now . Ugh , why is my phone doing this ?",text right nowww ughhhh why is my phone doin this shittttttttttttttttttttt,AAE,SAE,AAE,B
1474,AAE,"Wow , Adam Driver is so freaking sexy , oh my God , ugh ,",yoo adam driver is so fckn sexyyyyy ong ughhh,like he ’ s my only white guy crush .,like my only white guy crush,AAE,SAE,AAE,B
1475,AAE,"Exactly , where is the 7 Days 7 Nights street team",exactlyyy wheres 7 days 7nights streeteam so,so I can take a picture for Myspace like . . .,i can take a pic for myspace likeeeeee,AAE,SAE,AAE,B
1476,AAE,"Honestly , I remember some girl was introducing herself to me and I was trying",dead asss i remember some girl was intorucin herself to me and i,"to dance , lol .",was tryna dance lmaooo,SAE,AAE,SAE,B
1477,AAE,"LOL , Erica , this girl really is crazy . I need her around",lmao son erica yo this bitch really is crazy i need ha aroud,when I ' m about to confront someone .,when im abt to mob on a bitch,AAE,SAE,AAE,B
1478,AAE,"Girl , I would say something , but it ' s so much to type . But I know how you feel , I know exactly what",girl i would go in but its so much to type but ik how u feeel ik,you ' re talking about . Shaking my head .,exactly wat u talkn abt smh,AAE,AAE,SAE,A
1479,AAE,This guy JP ’ s,this nigga jp mother,mother acts like he ’ s some kind of superstar with the way she keeps throwing all this nonsense at him .,b actin like he a some superstar the way she b throwin all this billshit at him,AAE,AAE,SAE,A
1480,AAE,"Man , I ate that food too fast — like in 5 minutes , haha . I ’ m still hungry",sonn naa i ate tht foood too fast like 5 minutes lmaoaoa im,", what the heck .",still hungry wtf,AAE,SAE,AAE,B
1481,AAE,I hope my friend,Hope my buddy is,is okay . I know it must be pretty difficult for her right now .,OK I know it must be pretty rough on her right now .,AAE,SAE,AAE,B
1482,AAE,I have been spoiled,""" i been spoiled","my whole life , so when I don ’ t get something my way , yes , I get an attitude . It ’ s not my fault — blame my parents .","my whole life so when i don ' t get something my way . Yes , i catch attitude . It ' s not my fault , blame my parents . """,SAE,AAE,SAE,B
1483,AAE,Remember Nicki Minaj ’ s “,Remember nicki minaj right,"Right By My Side ” ? Lol , that was every girl ’ s favorite song that summer .",by my side lol that was hoes favorite song in the summer,SAE,SAE,AAE,A
1484,AAE,They had to mess it up . That was really funny though . What ’ s,they had to fuck it up . That shit was funny AF tho what,"up , mama ?",up mamma do .,SAE,AAE,SAE,B
1485,AAE,"Man , I don ' t even",""" Man I don ' t even be",think about them . I don ' t think about underclassmen bums .,"thinking about them , I don ' t think about under class man BUMS . """,SAE,SAE,AAE,A
1486,AAE,I ’ m bored at home and trying to go somewhere to get out,I ' m bored at the crib and tryna go SOMEWHERE TO GET,of this house !,OUT THIS HOUSE !,AAE,SAE,AAE,B
1487,AAE,""" Lol , we don ' t care about you and your boyfriend , Tranae . Damn",""" Lol we don ' t care about you and yo boo Tranae dang ,",", shut up ! ""","FUCK UP ! Damn """,SAE,SAE,AAE,A
1488,AAE,All three of them,in all 3,"kind of look alike , especially in the face , eyes , and lips .",kind of looks a like in the face eyes and lips the most,SAE,AAE,SAE,B
1489,AAE,"Lol , I don ' t think you have to worry about that right now . Wait",Lol I don ' t think you have to worry about that now,until you get older . And white girls have the best breasts — they ' re always firm and perky .,wait to you get older And white girls get the best tits always firm & perky,SAE,AAE,SAE,B
1490,AAE,"Man , these guys aren ' t anything , talking about you don ' t have anything , bragging about things you don ' t get , trying to date another man ' s girlfriend . Man , these guys aren",Mann these niggaz ain ' t shyt tlkn bout uon got braggin bout shyt uon get tryna cuff another nigga bytch mann these niggaz ain ',' t anything .,t shyt,AAE,SAE,AAE,B
1491,AAE,"People perform shows using other people ' s beats from SoundClick and don ' t pay for them — hell , they don ' t even lease them .",Niggaz be doin shows wit other niggaz beatz on soundclick and dnt be payin for em hell they dnt even,Shaking my head .,lease em smh,AAE,SAE,AAE,B
1492,AAE,""" Listening to music for the night , I have a lot on my mind and a pounding headache .",""" d - _ - b flow for the night , got a lot rumbling and pounding in my head . . .",". . HOMETEAM ENT . """,". . . HOMETEAM ENT . """,SAE,AAE,SAE,B
1493,AAE,"I smoke and I drink . I ’ m supposed to stop , but I can",""" * i smoke , i drank im supposed to stop but i can '",’ t . Lol,"t . Lol """,SAE,AAE,SAE,B
1494,AAE,"Jerry , with his nappy hair , kept hanging up on me on Skype .",* Jerry nappy headed ass kept fucking hanging up on me on Skype ^ . ^,"Stinky , dirty fool .",. stinky booty ass fufu .,AAE,AAE,SAE,A
1495,AAE,* Shelia is getting her tattoo,""" * Shelia getting her","without me : / ! ! ! And then she ’ s coming over ^ . ^ , I ’ m going to kill her ! !","tat w . o me : / ! ! ! and then she coming over ^ . ^ , finna murder her ! ! """,SAE,SAE,AAE,A
1496,AAE,The father of my,* the father,child will be my husband . I ’ m not interested in living together without being married .,of my child will be my husband . . no shacking up for me .,AAE,AAE,SAE,A
1497,AAE,"* Nichon is promiscuous , lol . Four girlfriends in",""" * Nichon is a hoe bag , lbs . 4 girlfriends",two weeks . - _____ - .,"in 2 weeks - _____ - . """,SAE,SAE,AAE,A
1498,AAE,* laughs * He ’ s,""" * lol , he","confused and angry , but I don ’ t care ; it ’ s what I want .","confused and mad . . but idgaf , it ' s wtf i want . """,SAE,AAE,SAE,B
1499,AAE,That class has about four or five of those special kinds of girls,""" * that class got like 4 or 5 of those special kinds of females",. O . o,"O . o """,SAE,AAE,SAE,B
1500,AAE,* Marcellus bought Skittles for,""" * Marcellus bought skittles","ME and is going to make me share with him ^ _ ^ , what the heck","for ME and gone make me share w . him ^ _ ^ , tf """,SAE,SAE,AAE,A
1501,AAE,"* When a guy I mess with passes gas near me ^ _ ^ , I",""" * when a dude i fw passes gas near me ^ _ ^ , i just",just walk away .,"walk away . """,SAE,AAE,SAE,B
1502,AAE,"As long as I ’ m not single on Valentine ’ s Day , I ’ m good because I want",* long as im not single on Valentines Day im gucci cause i want a big,a big teddy bear .,ass teddy bear .,AAE,SAE,AAE,B
1503,AAE,If I told you that a flower bloomed in a dark,* if i told you a flower bloomed in a,"room , would you believe it ?",dark room would you trust it,SAE,AAE,SAE,B
1504,AAE,"* Mark was like , "" I told you he ’ s dead . "" Who talks",""" * mark was like i say you he dead . . who talks like that",like that ? ^ _ ^,"^ _ ^ ? ! """,SAE,AAE,SAE,B
1505,AAE,I had to beat up my brother last night . He thought he was,* i had to fuck my brother up lastnight . thought he,"tough , shaking my head . When will he learn ?",was tough smh . . when will he learn .,SAE,AAE,SAE,B
1506,AAE,I hate when people,""" * i hate","constantly call me . What the heck , if I didn ’ t answer the first time , why do you keep calling ? !","when ppl constantly call me . . tf , if i aint answer the first time why keep calling ? ! """,AAE,SAE,AAE,B
1507,AAE,"“ My aunt made me upset , so I said , ‘ Arnitrus Trice , I ’ m the one paying the bills around here , so dance for a young man . ’ Cracking up , I ’",""" * my auntie made me mad so i said Arnitrus Trice im paying the bills round here so shake some ass for a young nigga . ctfu ,",m such a fool . ”,"ima fool . """,SAE,AAE,SAE,B
1508,AAE,I can ’ t help but call Damarius “ Delirious . ” I ’ ve been calling him that,""" * i can ' t help but call Damarius , Delirious . . lhh been calling",for a long time .,"him that for hellas """,SAE,SAE,AAE,A
1509,AAE,"# FavoriteChildhoodMovies . . . The Little Mermaid , Cinderella , Mulan , Sleeping Beauty",""" * # FavoriteChildHoodMovies . . The Little Mermaid , Cinderella , Mulan , Sleeping Beauty",", and Anastasia .","& Anastasia . """,SAE,SAE,AAE,A
1510,AAE,"* Dang , it",""" * dang ,",' s been three months since I have seen him . I can ' t wait until he gets back .,"it ' s been 3 months since i seen him . . can ' t wait till he touch down . """,SAE,AAE,SAE,B
1511,AAE,"Well , if you see me in the hallway , then we",well if you see me in the hallway then we can,can take a picture .,take a picture .,AAE,AAE,SAE,A
1512,AAE,""" lol , really",""" lmao , really","a chest tattoo ? He ' s a guy , and that wasn ' t just rubbing because his tattoo was itching . He was touching himself . ""","a titty tat ? he ' s a dude and that wasn ' t just no rubbing for a itchin tattoo . he was feeling on his self """,SAE,AAE,SAE,B
1513,AAE,"* laughing * , he said she looked over here twice — she wants",""" * lmao , he said she looked over here twice she wants",to have sex .,"the d . """,SAE,AAE,SAE,B
1514,AAE,I should have never eaten that hot dog ^ . ^ ; it was pork and now I ',""" * should ' ve never ate that hot dog ^ . ^ , it was pork and now im not",m not feeling well .,"feeling good : . """,SAE,SAE,AAE,A
1515,AAE,"Bro , what ' s up ? You were supposed to have the plans . Lewis said he was trying to meet up tonight before he leaves",bra Wassup bra u pose to have da move . . . Lewis said he was tryina get up tonight b4 he,for North Carolina .,leave for NC,AAE,SAE,AAE,B
1516,AAE,"So I tried to get up . . . I really did , but it ' s not happening right now . . . I ' m still going",So I tried to get up . . . Really I did but its not happening right now . . . Ima still,to be live at church though .,be live at church doe,SAE,AAE,SAE,B
1517,AAE,What ? ! When did this move take place ? Why wasn ’ t notified ? You still owe us,WAT ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! Wen did this move take place why wasn ' t notified,your presence at an event .,u still owe us your presence at a gig,AAE,AAE,SAE,A
1518,AAE,"Just played "" Blessed Assurance "" with the choir — # smashing . I almost started shouting in",Just played blessed assurance with the choir # smashing almost went n to a shout,"the Methodist church , lol .",in da Methodist church lol,AAE,SAE,AAE,B
1519,AAE,I ' m glad I came to,""" Glad I came to church","church . I walk in , then I get hyped — 2 Chainz ( you have to be able to reference these wild rap lyrics ) . # jesusismyhomeboy","I walk in den I turn up - 2 Chainz ( gotta be able to spin these rachet rap lyrics ) # jesusismyhomeboy """,SAE,SAE,AAE,A
1520,AAE,"Uh oh , time",Uh oh time to,"to sing this welcome song . Shout out to all the churches still playing "" Blessed . """,hit this welcome song S / O to all the church ' s still playin Blessed,SAE,AAE,SAE,B
1521,AAE,"I ' m going to get something to eat , then contact my friend",Fina grab sum to eat then hit up my dawg stunt,Stunt so we can watch this game .,so we can watch dis game,AAE,AAE,SAE,A
1522,AAE,God damn . . .,God damn . .,there ’ s a bird in the house and we ’ re about to shoot it down .,. . its a mf bird n da house nnn we finna gun his ass down,AAE,SAE,AAE,B
1523,AAE,! ! : The,! ! : The,Sixers dropped Maalik Wayns . . . Our teams always make the most foolish decisions ! What the heck,sixers dropped Maalik Wayns . . . . Our teams always make the dumbest moves ! Wtf,AAE,SAE,AAE,B
1524,AAE,"I feel the love . : I ’ m done doing things for people , unless you ’ re my mom , niece",I feel the love : I ' m done doing for people . Unless your my mom or,", or Zoe .",niece or zoe,SAE,AAE,SAE,B
1525,AAE,""" Listening to Gunplay has me feeling like I ’ m about to rob",""" : Listening to Gunplay got me bout to rob my","my sister , haha … I can ’ t stop laughing … you ’ re wild , bro , lol . ""","sister lmao . . . . . CDFU . . . . u wildn bro lol """,AAE,SAE,AAE,B
1526,AAE,"I have the Alabama and Notre Dame game recorded , so when I get home from work I can watch it from",Got the Bama and Irish game on record . . . . . . so wen i get home from work i can watch it,beginning to end .,from beginin 2 end,SAE,AAE,SAE,B
1527,AAE,I laugh so hard every time at the end of Sherane a . k . a . Master Splinter ’ s Daughter . . . Are,I die laughing everytime at the end of sherane a . k . a Master Splinters daughter . . . yo ppl,you from Chicago ?,from Chicago ?,SAE,SAE,AAE,A
1528,AAE,Nicoo is really the best,""" Nicoo really the best",older cousin ; he actually talks to us like a parent .,"big cousin , he really talking to us like a parent """,SAE,AAE,SAE,B
1529,AAE,About to leave town for a little while . . . I need to get,Bout to get out of town for a lil while . . . . Got to,my thoughts together .,get my thoughts together,AAE,SAE,AAE,B
1530,AAE,"Yes , I ’ m",""" Yea I ' m",upset about that too !,pissed about that too !,SAE,AAE,SAE,B
1531,AAE,You never know when,You never knw when,"you ' ll need someone , so always treat people how you want to be treated !",u ' ll need someone so always treat ppl how you wanna be treated !,SAE,AAE,SAE,B
1532,AAE,Mr . P ',Mr . P ',s Coney D ' s is less than a month away from opening in Birmingham ! I have that authentic Detroit - style Coney Island coming very soon !,s Coney D ' s is less than a month away for Birmingham ! ! ! I got that AITHENTIC Detroit style Coney Island coming SOOOOOON ! ! ! !,SAE,AAE,SAE,B
1533,AAE,What ' s your friend ' s number,wats yo hitta numba bro I,", bro ? I have to come to one of the games , bro !",gotta cum to one of the games bro ! !,AAE,SAE,AAE,B
1534,AAE,"Women better get their attitudes together tomorrow because I have no problem slapping someone like I did today , what the fuck",Bitches . better get they attitude together tomarrow cuz I don ' t got a problem SLAPPING A BITCH LIKE TODAY,. - __ -,TF - __ -,AAE,AAE,SAE,A
1535,AAE,lol I ’ m hip,lol im hipp,". I told her , “ Man , why does your niece keep pretending with the kid ? I ’ ve been chasing her for about 10 years . ” lol",I told her man y yo niece be fakin wit da kidd been chasin her for bout 10 years lol,AAE,SAE,AAE,B
1536,AAE,"I dislike messing around with single women ; I want to be involved with a woman who ’ s already taken . Oh yeah , I ’ ve broken",I hate fucking wit single girls I wanna fuck wit a chick who taken oh yeaa I broke,up happy homes .,up happy homes,AAE,AAE,SAE,A
1537,AAE,"To be Nuwaubian , I wouldn ’ t change it for anything . Do you know how",To be nuwhop I wouldnt change it for shit you know how,many attractive women have performed oral sex on me ?,many bad bitches then ate this dick,SAE,AAE,SAE,B
1538,AAE,I would have said good,I would of said,"morning , but I don ’ t have your number . Do you get the hint ? Lol",gud morning but ion got da line do u get the Hint lol,SAE,SAE,AAE,A
1539,AAE,"People say my girlfriend is promiscuous , but nobody is perfect — everyone has slept with someone . She had a life before she met me . People are",Mfs say my girlfriend a hoe everybody anit perfect everybody fucked sumbody she had a life b4 she met me mfs,just hating for no reason .,hatin on da set,SAE,AAE,SAE,B
1540,AAE,"I am extremely high from this lean , honestly , I would seriously smoke",Im high ass fuck off this lean on the set ill str8 smoke,one of my friends .,one of my hbz,AAE,SAE,AAE,B
1541,AAE,I had one pair of fake shoes in my life — some all - white low - top Air,I had one pair of fake shoes in my life sum all white low,Forces . They were really nice .,top forces mfs was fresh,AAE,AAE,SAE,A
1542,AAE,You have people around,You got niggas thats,you who will try their best to bring you down ; keep those untrustworthy individuals out of your circle .,around u they gone try they best to down u keep them squares up out yo circle,AAE,SAE,AAE,B
1543,AAE,"Having a girlfriend 600 miles away in college and only seeing her during breaks is not cool , but I care for her so much that it ’ s going to work",Having a girlfriend 600 miles away in college only see her on breaks is a not bool but I care for her so much its,. I won ’ t cheat .,gone work I want cheat,SAE,SAE,AAE,A
1544,AAE,"My little brother has been locked up for three years , and he still has women fighting and arguing over him . You foolish women won ’ t see my brother for",My lil bra been jammed up . 3 years and he still got bitches fighting and arging ova him dumb hoes yall want,"another eight years , shaking my head .",c bra for another 8 smh,AAE,SAE,AAE,B
1545,AAE,If I ever perform,If I ever,"oral sex on a woman and she doesn ’ t return the favor , that ’ s the kind of thing that could get you killed .",give a girl head and she dont return the favor thats the type of shit that get u killed,SAE,AAE,SAE,B
1546,AAE,"Forget all of you ,",Fuck all u niggaz,I ’ m by myself on Jesse — just me and my girlfriend .,im solo bolo on jesse just me and my lil girlfriend,SAE,AAE,SAE,B
1547,AAE,"If I get locked up , as long as my girlfriend supports me , I ’ ll be fine because when I get out , we ’ ll do whatever",If I get locked up long as my bitch hold me down ill be gud cause when im out we gone,it takes to succeed .,eat by all means,SAE,AAE,SAE,B
1548,AAE,"Hey , I used to tweet at her every day for four weeks straight ; she",Aye I use to daily tweet her 4 weeks str8 she,"never noticed it , lol .",neva caught it lol,AAE,SAE,AAE,B
1549,AAE,I ' m on,Im on dat,that good lean and alcohol ; I have some loyal women that I can call .,good lean and alcohol I got some down bitches that I can call,AAE,SAE,AAE,B
1550,AAE,I finally got the,Finally got the,girl I ’ ve been pursuing for a long time . All I hope is that she ’ s honest with me . I pray to the Lord that it works out .,girl I been chasing for hellas all I hope is she keep it real wit me I pray to the lord it works out,SAE,SAE,AAE,A
1551,AAE,Sometimes I really wonder if she actually likes me or if she ’ s just playing,Sumtimes I really wonder do she really like me r is she playin,with my head .,wit my head,SAE,AAE,SAE,B
1552,AAE,Women need to stop getting pregnant by worthless men and then wanting to speak badly about them . You should have thought about that before you let him have unprotected,Hoes gotta stop gettin pregnant by nothin ass niggas n then wanna talk down on them . Shoulda thought bout that b4 u let da nigga,sex with you .,up n ya raw,AAE,AAE,SAE,A
1553,AAE,"Damn , this wind is no joke . . . I had to go get the . 38",Damn this wind ain ' t no fuckin joke . . . Had to go get,because I thought someone was trying to break in .,da . 38 thought somebody was tryna break in,AAE,SAE,AAE,B
1554,AAE,"Trying to stay awake this year . In other words , I ' m trying not to get too",Trying to stay up this year . Well in other words trying not to get to,messed up too early .,messed up too early,SAE,SAE,AAE,A
1555,AAE,But I know I ’ m not going to go to sleep yet until midnight . Because,But I know I ' m not going to sleep yet until 12 hits .,"last year , I missed it .",Cause last year I missed It,SAE,AAE,SAE,B
1556,AAE,I don ' t know,Don ' t know why,"why , but I really don ' t care about the new year . I ' m not excited about it this year . However , I am thankful to see another year .",but I really don ' t care about the new year . I ' m not excited about it this year . But I am thankful to see another year .,AAE,SAE,AAE,B
1557,AAE,Lmao . . . We,Lmao . . . We,ate well with our America Deli . Nobody slapped any food out of my baby daddy ’ s hand — I had the food in my hand !,Ate Good W / Our America Deli Ain ' t No Nigga Slap No Food Out My Baby Daddy Hand I Had The Food In My Hand !,SAE,AAE,SAE,B
1558,AAE,This is a new year and that guy is still up to the same stuff,This A New Year & That Fuck Nigga Still On That Shit,! Show some love to my friend . # Blat,! Get Blaze At My Nigga # Blat,AAE,AAE,SAE,A
1559,AAE,"I swear , if I tolerated people ' s nonsense , I would",I swear if I tolerate ppl bs I would have,"have more friends . . . you get my point , lol .",more friends . . . get my drift lol,AAE,SAE,AAE,B.
1560,AAE,"Just came from ’ s house . She was happy to see me , as always ! She ’ s",""" Just Came From House , She Was Happy Too See Me , As Always ! My Bae Thoo",my bae though .,"< < < """,SAE,AAE,SAE,B
1561,AAE,""" : , you don ' t even know me , so stop talking disrespectfully",""" : hoe you don ' t even know me g , stop talking",", man . Seriously . ""","reckless bruh on me """,SAE,SAE,AAE,A
