aae_text,distilbert_score,vader_score,textblob_score
""": Scary Scary Sight : My Nigga  In The Cut It's A Scary Sight""",0.9974120259284973,-0.8934,-0.5
My daddy finna blow me im like okay man just stop talking i ain't even did nun and u tweaking,-0.860715389251709,0.296,0.5
- Whenn Yoo Booyfriennd Got ALL THE HOES buut saay Youu Thee Onnly Onee .,-0.9919427633285522,0.0,0.0
aye  u gotta give  da jacket back n do it again g cuz me n  ain't see it g lol....,-0.9972501397132874,0.4215,0.4
""": 2012 , I Fell in lovee w| someonee I hated so fuckin much . and never thought I would even tlk to . Lolt:-) RFT""",-0.966733455657959,-0.6369,-0.06666666666666665
"""Praying, here sitting with church member with daughter very sick in ER something real First Ladies do; will show cover that? #realministry""",-0.9955334663391113,-0.2716,-0.2767857142857143
"""Pics coming soon ladies, check me out on YouTube cop that is the video and she fire! Always looking to get it in.""",-0.5819185972213745,-0.4003,0.0
Be sure and check out     on iTunes and the latest videos on you tube.,0.7769615650177002,0.3182,0.5
my bad  i thought u was a dude cause u look like 1,-0.9993106126785278,-0.25,-0.6999999999999998
mf's got seeing n reading problems these days so they can't help it lol,-0.9990115165710449,-0.7617,0.8
I could accept us not being together but i couldn't accept us not being friends and now it seems like i can,-0.9737904667854309,-0.2633,0.0
u better stop hollering at me before u don't get no sleep f'ing w/ me,-0.9885439276695251,0.3794,0.5
This girl i know came outside one day n her legs wasn't ashy they was scaly like a MF i said damn yo legs look fake w/ wrinkles,-0.9988338351249695,-0.5106,-0.25
You don't love him then..if you can't trust somebody then it's not love it's strong feeling if anythingan it's a difference:,0.9927714467048645,-0.8919,0.22777777777777777
Was plannin on steppin out but I pass .I can't deal wit all that damn snow,-0.9994865655899048,-0.5499,0.0
Bitch you not....only thing  you doing is bring you body down at a early age,-0.9927460551261902,-0.5859,-0.02777777777777779
To make your self look bad at the end of the day...give your self a name that wasn't given by your parents if you know wat I mean,-0.9997933506965637,-0.5423,-0.5062499999999999
where my damn CD Sleepy told me come up da wat but we wasn't goin dat way den,-0.998200535774231,-0.2144,0.0
Play stupid n give me away if u want to da next nig ready to do wat u Dnt do,-0.9992750287055969,0.2023,-0.19999999999999996
he said u jux gon have to tell her Ima confess shit u won't get shit outta me smh lmao,-0.9947428703308105,0.2321,0.06666666666666665
Fool head wudve been txtn or callin by now talkin bout get up lol smh,-0.9981295466423035,-0.34,0.8
Den said do yall Christians Be thanking Jesus or do yall be cussing or wat,-0.9913889765739441,0.0,0.0
Aweeee that Ain't Nobodyy She Knooo I'm Pink SavageK She Was Just Telling Me Some bout Dessi #FLAT,-0.999169111251831,0.0,-0.0625
"""S/O to MY momma for bringing me a flatBread subway , Hot Cheetos & some GUM (:""",0.9387789964675903,0.0,0.25
"""All My Ex Girlfriends Bf Wanna Fight , Sit Down Fucc Nigga , Sheen Dont Fight Ova No Bitch Sept Fam.""",-0.9951667785644531,0.3931,-0.15555555555555559
If I could I would cut your dick off & make you suck it ! Grrrr ...,-0.9510846138000488,-0.8221,-0.7
kno she was lookin good today. Cnt wait til tomorrow imma splurge fa my baby,0.9292197823524475,0.4404,0.7
Guess when ii get home ii unpck sum more nd hang a few more pics...,-0.998846173286438,0.0,0.26666666666666666
Lonng nites on da block ii remember nigga...went from alittle to alot <---- (hell yeah) ii remember nigga #Bless,-0.9861526489257812,-0.5423,0.0
:  lol not for long.. I know cuz you'll be like that for life lol...,0.9918918609619141,0.7964,0.5166666666666667
""": #DeseHoes aint Doin twitter after dark no mo but I bet they be watchin kml truuu""",0.9571532607078552,-0.1531,-0.15
""":  you seem that shit ! Only in movies bruh shidd I know shit crazy af""",-0.996107280254364,-0.8718,-0.2625
I get tired of hiding and running from oomf...she be with da shit at school..,-0.9981970191001892,-0.8271,-0.30000000000000004
""": Don't talk about me then retweet me, bitch!! Kml oml that's wat dese bitches be doing..""",-0.9978420734405518,-0.8513,0.0
""":  ill b up dea lata on trien 2 ketch me a buzz lol already my nigga..""",-0.9978637099266052,0.0,0.15000000000000002
Me and  was in the hall heavy today knowing that most of them clean mfs today gonna be ugly af tomar...kml,-0.9994396567344666,-0.0865,-0.008333333333333304
He would said that when I'm horny AF n got a 3 month rule ughhh,-0.9951743483543396,0.0,0.0
I need to find sumbody that will treat me ritte n don't know my friends,-0.9950738549232483,0.0377,0.0
BITCHES LIKE WHEN THEY HOMEGIRLS BE LIKE WHAT UP BITCH BUT WHEN A NIGGA BE LIKE BITCH SHUT UP HOES BE LIKE WHO YOU CALLIN A BITCH,-0.9963196516036987,-0.8047,0.0
"""My doctor asks me do u smoke? I was like yea... He put down cigarette but I meant I smoke weed""",-0.9977709054946899,0.1901,-0.15555555555555559
im finna walk across the street n ask to shoot a gun (: loll .,-0.9969514608383179,-0.1531,0.0
"""im loaded , im faded , im blessed bitchh .. I MADE IT ! #2O13""",0.9367108345031738,0.636,0.0
"""then i called kendric , and i was talkin to this mf VOICEMAIL !!! lmaoo .""",-0.9915903210639954,0.0,0.0
""" noo like , she juss actin retarded like she cnt comprehend ! & we juss ignorin ha ass lol .""",-0.9988487958908081,0.3164,-0.09999999999999998
"""Im soo light mann , you know I been in the huse for a long time ..""",-0.990092933177948,0.0,0.17500000000000002
"""If My Daughter Ever Get 16 And Pregnant My Family Ain't Gone Be On Teen Mom...We Going Be On First 48 The Case Of The Ass Whoopin""",-0.9643107056617737,-0.5423,0.19444444444444442
ima tell oomf about hisself lol .. bt he be making me soo fuckin MAD ! I juss dnt say nun ...,-0.9981815814971924,-0.4055,0.009375000000000022
"""she gon say ...  lil baby , you got too much going .. lil hot ass  lmfaoo .""",-0.9988881945610046,-0.5423,0.225
"""he GOT a crush on my bestfriend , HAD a thingg for my sister ..lmaoo . IANN LIENN !""",0.9923375248908997,-0.2244,0.0
"""kelasia needa take her ass to golden corral , big hungry fat ass lmfaoo .""",-0.9864827990531921,-0.7906,0.15
""" tryna see wassup for tonight ... I see you got them dookies , owwweeee (; lol .""",0.54081130027771,0.5994,0.8
Fat tuesday i had my own cup lmaoo . First time i got drunk ..,-0.990009605884552,-0.34,0.11666666666666665
"""Sooo I Was Goin Through Oomf PHONE !!!! & lol Ooooo , You Lil Bitchh !""",-0.9945057034492493,0.6083,1.0
"""I gotta be at home by myself w/ two worsum , complainin ass ppl !""",-0.9991884827613831,-0.5848,0.0
Chief Keef got beef with everybody !!! he probably beefing with cocoa butter the way his knuckles be looking ..,-0.9603936076164246,0.0,0.0
I get on twitter & see my ppl beefin ! Somebody tell me what happen ?? Lol .. cause ionn like this !,-0.9908966422080994,0.7387,1.0
nooo ! Lol she must be tlkin bout me n blocked me so i cldnt see it !,0.5438902974128723,0.3147,1.0
if u are down the street why play online ? Lol but yea I got online lets get a two on two.,-0.996681272983551,0.3818,0.32222222222222224
"""ehm....so, me puse a ver un video de 1direction, x curiosidad nada mas...y... O.O! jajaja""",-0.9950215816497803,-0.4263,0.0625
grl I Cudnt here u I thought u was Sumbdy playn on my phne,-0.9905949831008911,0.0,0.0
Stand up straight when you are TALKING TO ME! (fat kid off #Ted) this movie too funny :D,-0.9969407320022583,0.8452,0.5
I'm like a cheeta cause when I want something bad I go get it and I don't stop.#viciouswitit,-0.6418355107307434,-0.1779,-0.6999999999999998
"""I think I want some chocolate icecream. Na, imma go wit vanilla.Might mix both of smh.I'm so indecisive.""",0.8113064169883728,-0.3218,0.0
Listenin 2 Brang ya music down to H TOWN!! We gone screw det ( voice),-0.9456507563591003,-0.2462,-0.24305555555555558
I had to fight my way to make it to nine months nd im still fightn my way to make it last forever,-0.9625367522239685,-0.3818,0.0
Did yall just hear Ugly magic johnson say what he said. Mannn whateva. #Celtics ALL day. Punk.,-0.9977796673774719,-0.5106,-0.09999999999999998
Hey FB family step aside and let these #Lakers fans have their MOMENT. We ALL know it won't Last. #Bums,-0.9732521176338196,0.0,0.0
No one really knows! At the same time he recovered in 4 months with the first ACL surgery. When he's 100% he will return!,-0.8416511416435242,-0.4184,0.1875
Look if you're not Dr. Andrews then all you're doing is speculating! All of sudden everyone has medical degrees! #stopit,-0.9991450309753418,0.0,0.0
I hope this surgery will humble ! His presser made him sound like a legend he has yet to become! U were NOT the best option that day!,-0.791022002696991,0.4419,0.4166666666666667
Man I almost went all the way innnnnn watching this at work!! Now I gotta go walk this off before I break down! lol,-0.9978253841400146,0.5684,0.3027777777777778
Can't compare the two. Our personnel at the time didn't fit Spurrier's style of play. Kelly's run and shoot style should work.,0.9942451119422913,-0.2755,0.4
You know I'm always down for a good meal...especially one that I can't afford! LOL,0.9994015693664551,0.0817,0.5064814814814814
The last three chicks that I talk to about sex wanted me to hit raw,-0.9702085852622986,0.0,-0.11538461538461539
""" oh ok ...    :) congrats on the win again..  *thumbs down*     but what was your Jersey number tho ,""",-0.9739171266555786,0.7684,0.4111111111111111
I like when chicks tell me to get pussy a of they won't get mad...,0.999293327331543,0.6283,-0.625
It Was A Hella Year Last Year But it Was A Fun Year Over All (;,0.9987938404083252,0.7964,0.15
I delete everything not just the text messages.  Your number & all the pictures you sent me.,-0.9985598921775818,0.0772,0.0
Stop Talking Shit & Make Sum Shake So I Can Beat Your Ass Already .,-0.9977701902389526,-0.875,-0.2
I Seen My Ex Tonight Boy Boy Boy I Anit Saay Shit To Him .,-0.9912387728691101,-0.5574,-0.2
Hahaha . Wow Anit Nobody Turned One You Just Fuck With People That Anit Cha Real Friend . Just Was Talking Bout You Sooooo ..,-0.9803330302238464,0.7964,0.02500000000000001
People Smile In Your Face But Just Be Fake Ass Hell When You Leave .,-0.8515290021896362,-0.9505,-0.1
I Only Gotta Couple Real Friends On God. The rest of all fake Asf .,-0.9969353675842285,0.2732,-0.09999999999999999
Who Me & Saadiq   Gotta Beat Now Cause I Have Been Itching For A Fucking Fight .,-0.9932225942611694,-0.4391,-0.6
Ooh Well Is The Problem Over James ? Cause I Know Saadiq Don't Like James No More Soo .,-0.9970847964286804,-0.2076,-0.25
I feel like i was set up. N she knew what she was doin. Tht wasnt accident. Smh,0.9181339740753174,0.7198,0.0
My mama and daddy so ride or die for me. I pray i can be as good as them wen i have children. They got my back like no other Thank you Lord,0.9879040122032166,-0.1959,0.25416666666666665
Too many ppl kno too many ppl so i b stayin real low key n quiet.,-0.9987710118293762,-0.2732,0.2
My pain is only expressed through anger. I haven't found any other way to cope with pain.,-0.9976656436920166,-0.8834,-0.27499999999999997
"""My sister, mama, daddy and grandma look out for me. They will do anything for me literally. Thts family thts love.""",0.9986612796783447,0.6369,0.5
"""She only with u cuz ur pockets large. Ur a dummy, cuz she dnt want u.""",-0.995414137840271,0.0772,0.10714285714285714
""": Never chase anyone. A person who appreciates you will walk with you. Real Talk""",0.9997449517250061,0.5106,0.2
Got to go see bout this job  in the a.m. ... I pray I get this job,0.932626485824585,0.3182,0.0
Lol ya gma still live around the Corner don't make me get up and set it off ...,-0.9826518297195435,0.4215,0.4681818181818182
Kms!! Dey ain't say shit at da game so dnt worry abt frm fuk.girls!!!,-0.9957309365272522,-0.3447,-0.490625
""": How can you love something you never had.. word of advice to these hoes.""",0.9978050589561462,0.6369,0.5
a boyfriend & girlfriend are suppose to be laughing at these hoes together.. a nigga should never have these hoes laughing at his girl,-0.9969785213470459,0.7506,0.0
"""Andy reid gone to the chiefs,wonder where  going or if he staying with the #Eagles""",-0.9955494403839111,0.0,0.0
"""I wanna take a walk in the moonlight with you, you wanna hold my hand?""",0.9988409876823425,0.4939,0.0
"""In the game between both of my teams, the seahawks won. It was a good game though""",0.9997957348823547,0.765,-0.03333333333333336
"""I feel some type of way about that, but shid how I feel don't matter either smh""",-0.995894193649292,0.3252,0.0
I'll fuck around and go back to swic if I dont get accepted though,-0.9993082284927368,-0.6501,-0.2
"""Maybe I should've let that convo happen, cause now I ain't finna do shit but sit here and think about it more smh""",-0.9912900924682617,-0.3458,0.15
"""No sleep smh this shit ain't normal, but it ain't affecting me yet so owell""",-0.9839808344841003,-0.5065,-0.02500000000000001
#WhatIfIToldYou that you're the first thing I think of when I wake up & the last before I sleep,0.8039980530738831,0.0,0.125
"""My girl still with me cause I treat her right,not just because I b(EAT) her right lbvs""",0.9989689588546753,0.4019,0.2857142857142857
"""2012 Gone , 2013 Here , . . . . Damn Im ready For 2014 ! ! Lmao!""",-0.985688328742981,0.6784,0.53125
Now Who in da Hell Tweet Like dey Takin English Class! . . . . . . . . . . Dnt nobody tweet Correct Sentences,-0.9997790455818176,-0.4926,0.0
"""Erbody Goin to Jail Tonite, Shhidddd....Aint gne Be enough TwandCuffs 4 Me To go Den! *Pumps Fist*""",-0.9884076714515686,0.0,-0.05
"""I wish a FAT Bitch would Have No Avi Needed . . . Shid! Bitch U Need SOME to describe How u Get like Det!""",-0.9992719292640686,-0.7339,0.0
How in da Hell u gne Make a Twitter den Put yo Tweets On Lock!,-0.9990274906158447,-0.7088,0.0
If U SLEEPIN on Me . . . . . . . I Hope U Toss N Turnin! ! !,-0.9725364446640015,0.5826,0.0
Dey say U dont Kno wat You doin Til u Stop Doin It! ! Well Call Me CLUELESS Cuz I DO dis!,-0.9982328414916992,-0.638,0.0
"""Walter is light skinned, can't expect him to fuck you in the shower. He didn't want to get his hair wet.""",-0.833123505115509,-0.575,-0.03333333333333333
Eric Spolestra has huge balls to bench Dwade & Chris bosh the whole 4th qtr,0.997124969959259,0.3182,0.30000000000000004
Nicki's NOSE... Her pink lipstick. Her chapped pink lips. Her lace front.... Are annoying me.,-0.9994760155677795,-0.4019,-0.3333333333333333
"""Cousin: Pink Lemonade Taste Like Pink.nMe: Bitch, I Didn't Know Pink Had A Flavor, .!""",-0.9984557628631592,-0.3802,-0.1125
#FieldMob: Ppl ain't gonna always be there. That's why you gotta learn how to handle your shit on your own. #2013,-0.9940705895423889,-0.5574,0.19999999999999998
"""   THANKS N STAY BLESSED N KEEPIN IT REAL,AS THAT IS THE ONLY WAY 4 ME,STAY HAPPY, STAY nLOVED.      K.D.R.""",0.9973514080047607,0.9287,0.3333333333333333
"""  ALWAYS WELCOME, STAY nBLESSED N KEEPIN IT REAL, ALSO HAVE A SMOOTH WK END.    K.D.R.""",0.9992996454238892,0.5766,0.4666666666666666
"""Sum niggas be on dick cus they wanna fuck you girl, not cus yu bad.... If all he talk bout is fuckin then get a clue hoe lbvs""",-0.9948391318321228,-0.7469,-0.5499999999999999
"""Bro said wats yo fav cuss word? He said: wtf, ion fuckin know, awe fuck, skip to the next fuckin question, huhhhh, goddamn, Fuck me!""",-0.9984329342842102,-0.9139,-0.35
Im finna fuck wit JoJo just cus im bored lol... Im finna get cussed out,-0.9995515942573547,-0.4215,-0.033333333333333326
Dog tryna joke with me ta get close ta me again... I dont aknowldge his ass nun wat so ever on God,-0.9905394315719604,0.7516,0.0
My son name gone be Ja'Kobe because its mixed wit me nd my favorite player ever name (   ),-0.9752457141876221,0.4588,0.25
"""She should know wat make me mad...dude said I want my crush you a fool ta think we stayin tagether sayin shit like that lol""",-0.9992454051971436,-0.3612,0.30000000000000004
If that watch aint cost a 100 (thousand) then you wasted yo time and if you think you can do me you out yo mf mind lets go!,-0.9995254278182983,-0.5411,-0.25
"""I rather get cha girl geeked up, ion like ta go on dates... And put this inside ya cup, if you on like the taste""",-0.5294178128242493,0.6124,0.0
"""Ima mf gangsta I keep mo than one clip, ima mf playa, I keep mo than one bitch""",-0.9904236197471619,-0.5859,0.0
""": I wonder what Qwon doing Lmaooo ! Shit man chillen... Bustin theses niggas ass like always, wat up doe nephew""",-0.9887852668762207,-0.807,-0.2
""" lol nvm bro its a joke, yu posta said who is Phillis Brown den I woulda said feel this brown dick lol *pause* nohomo""",-0.9974134564399719,0.5423,0.8
Niggas a be walkin around in fubu and phat farm if it wasnt for boosters,-0.9967142343521118,-0.34,0.0
I might go ta brown deer so she can come see me... Cnt wait till afterwards doe nbs,-0.9976575374603271,0.0,0.0
"""Just last week you was so in love but now you dnt realize amf number wen they text you? Lol yea iight""",-0.9608411192893982,0.7839,0.43333333333333335
"""Jade never mean wat she say but im done frfr I aint goin for that i want yu back shit nomo... Well ima try not too lmao""",-0.9961971044540405,-0.7917,0.13906249999999998
iluvv bad bitches dats my fuckn problem!! N yea i like tah fucc dats my fuckn problem,-0.99724942445755,-0.8975,-1.0
This gurl jus put a status on fb sayin her boyfriend said ppl dnt wanna c him wit her...,-0.9709487557411194,0.0,0.0
So whn she askd him y he say that he replied b/c ppl keep telln him she aint all that n she look old....,-0.9979705214500427,0.0,0.1
damn yo smh yal should of hit me up earlier nell said yal was going out,-0.99752277135849,-0.6124,0.0
""": If your absent during my struggle don't expect to be present during my success. Soo true!""",0.9982956051826477,0.6696,0.24583333333333335
""" thats tight! I'll def come over and do it with you ha, text me when you get it ill dm my number""",0.9289880394935608,-0.4199,-0.36160714285714285
NCAAB - Texas A&M G Elston Turner scores 40 pts in 83-71 win at Kentucky; 1st SEC home loss for John Calipari  lose,0.8211926817893982,-0.0516,0.35000000000000003
Solo Shay No Friends No Nothing Yall Killed Me With That One But Iight !,-0.9664526581764221,0.308,-0.25
And she better behave because i am not scared of her they lock her up,-0.9935666918754578,0.6492,0.5
Gonna be great her and my southern cousin think he gonna see his florida piece lol pray for him,0.8625537753105164,0.8481,0.5333333333333333
I love where my life is going. I got my eye on everyone. Everyone has a fair chance,0.9998666048049927,0.8176,0.6
because i seem it took longer. But that virgo did tho in the end,-0.8419342637062073,0.0,0.0
My bro said pray for my exs sad one said she gonna deal wit a new caliber dudes aka gold digger lol must be a southern thing,-0.9908645749092102,0.25,0.1090909090909091
"""People ask for so many thing, but sometimes u not ready for it just yet.""",-0.9977869987487793,-0.395,0.2
Up late at night bout to get up and get my hair ready for today.,-0.9517781138420105,0.3612,-0.04999999999999999
your pussy so funky wen u walk past a nigga he be like dam wats dat smell,-0.9856961965560913,0.1615,-0.25
Wale is NOT Dead!!!! Stopp with the hating it's just music!! If the only way to succeed is death of your competition then kill yourself.....,-0.9992130994796753,-0.8139,0.19073486328125
Goooo head big dogg!! Lol (Grabs camera) I'm ready to see this shit!!! Lmao then Trav bust out laughing,0.5917617082595825,0.8526,0.241875
God really need to touch some people so they can change like bc being they way your are is SMH!!!,-0.9847944378852844,0.3491,0.390625
well Im sho If you arguin wit somebody & a gir jump in dha convo you gne say some shit thats gne offend.,-0.9988277554512024,-0.5719,-0.2
lol girl !aint tweet shit bout cha I told dem stop talkin fah ya !subtweetin ain't fah me !,-0.9958860278129578,0.6597,0.34375
She say jojo eat me I say no bitch wtf is wrong w//you you a thot bitch !,-0.9303529262542725,-0.2612,-0.5625
They mama needa hurry up & get here cuz I'm FUCKING SICK OF THESE LIL Assholes !,-0.999285876750946,-0.8793,-0.8928571428571429
Sitting and talking to little kids pretending to give af makes them feel so special...,0.996288537979126,0.5593,0.08482142857142858
It goes n da streets fake as fk uion like me set me up niggaz sayn hip hop dead CPR wake up... #Gotti,-0.9962663054466248,-0.7096,-0.35
Wadafaq I'm trying to sleep for like 30 but te closer I get the more I don't wanna sleep -.-,-0.9749661684036255,0.1901,0.5
I like a long haired thick red bone..open up her legs...lol ... I'm singing so hard right now,0.9981080293655396,0.1615,-0.0711904761904762
Wheeew just got home...I'm so glad there was an open bar.. Henny And coke all night baby,0.9964501857757568,0.5949,0.25
This day is going by so slowly...is it 4:30 yet cause I'm ready to be at home with a nice cocktail in my hand,0.9954484105110168,0.8176,0.4
#ThatEpicMoment when you push her legs up towards her head while sucking on the clit,-0.9337920546531677,0.0,0.0
"""You cannot be good enough for everybody, but you will always be the best for the one who deserves you""",0.9998511075973511,0.7267,0.5666666666666667
"""Pride attracts the girl. Courage approaches the girl. Wisdom gets the girl. Strength puts up with the girl, but loyalty keeps the girl.""",0.9998276233673096,0.9136,0.0
GOOD PUSSY will have niggas doin 95mph in a 35mph zone... With a suspended license... A broke headlight... And weed in the whip.,-0.9972341656684875,-0.5672,0.7
LOL IM SORRY ASHLEY GIRL AINT K O IF U WANTED TO GO OR NOT,-0.9991922974586487,0.3612,0.15000000000000002
.... Look who u was talkin about look like a squirrel... Shenice... But who Shenice friend .!,-0.7348973155021667,0.7463,0.0
... I appreciate u a lot .!! I'm ok... I'm not the shit ! But thanks .!,0.9997857213020325,0.8544,0.16666666666666666
so didn't nobody call me last night and let me knw thy was good! A holes,-0.9912944436073303,0.4926,0.4375
oh ok bring em to the hood on Day 3 so I can teach em the hood ways lol,0.9915351867675781,0.6124,0.65
Kobe jus a scorer LeBron does it ALL! Makes everyone around him better and he been killing niggas since his rookie year,0.8535294532775879,-0.636,0.5
MiMi swear she dnt get no sex! She probably be getting it in on the L O,-0.9824122786521912,0.3869,0.0
If she sucking me bets to believe my crew getting tht mouf too!!! We ain't saving these H*es,-0.9994171857833862,0.0,0.0
lmaooo u on bull mane you suppose to punch out one time! Y'all play T-Mac yet??? Hahaha,-0.9926362037658691,0.7803,0.2
u knw I am bro gotta show it if my Lil bro gon be there,-0.8688985109329224,0.0,0.0
I wld be petty and @ niggas cause thy sure was laughing whn The Broncos lost but I ain't even gon do it,-0.9970124959945679,0.0,0.5
lmao jus cause tht shit get u off and make me sick dnt mean I'm a sissy jus mean u unordinary lmfao,-0.999312162399292,0.128,-0.18785714285714286
all lies! She kicked me to the curb for Kyle but I ain't say nothing bout tht,-0.9972330927848816,-0.2942,0.0
if we book u we need u and a friend for jus US!!! Lol,-0.9864014983177185,0.783,0.8
man OMM! Thts those back to back to back D1's we had to play,-0.8075301051139832,0.4003,0.0
S/O my big bro and a player I been looking up to since my high school days  CONGRATS AND KEEP GRINDING P,0.9977928400039673,0.6289,0.08
KD jus need to slap Westbrook one good time to let him knw thts his team,-0.9975705742835999,0.5423,0.7
Kapernick can't trademark what my New Orleans Saints DE Will Smith has been doing...,-0.9897249937057495,0.0,0.13636363636363635
watz hood fam I'm from Osceola Arkansas just wondering if your clothing line make size 3x or better....# vamp Life!!!!,-0.9918947815895081,0.6209,1.0
Haha mom told me not to but i'm bout to straight turn up on this nigga.,-0.9407957196235657,0.5187,0.2
"""Micheal Turner fat ah need to lose 10-15 pounds, or we need to replace him. But I love him.""",0.9995293617248535,0.714,0.5
dodging him ain't nothing no more! lol. He catch us everywhere we go -.-,0.997899055480957,0.1122,0.24375000000000002
Im just gone watch movies with my bestie  for the rest of the night !,-0.9746031165122986,0.0,0.0
This bitch crying meanwhile shes still sitting on the ground an im still laughing at her grown ass,-0.8699467182159424,-0.802,-0.2
Lol that nigga'h fell so dam hard on dat ice ! I thought the fall he did was only in movies that Shyt was 5 funny !,-0.9993748068809509,0.6814,0.18697916666666667
lol okay girl ! Oops I need more glasses cuz Im not sure u a Lil girl,-0.9990721940994263,0.4642,0.41875
""" he didn't text me back , && I told him I almost died today""",-0.9971628785133362,-0.5118,0.0
"""He waits for us to accept the gift of salvation and eternal life through His Son, Jesus Christ.""",0.9889111518859863,0.6705,0.0
omgoodness!!! The candy red suited u to perfection! And now its all gone! Lol,-0.9784783124923706,0.8257,0.4
i've been in a serious relationship w/my hubby for 4 years-and im not tryna fuck it up. Lol but its hard to resist that life,0.997144877910614,0.2675,-0.05625000000000001
God has seriously been blessin me. He must be up to sumthin. I should prepare myself i think..,0.9938485026359558,0.1027,-0.3333333333333333
"""If it was up to me, the ten commandments wouldve had 11. THOU SHALT NOT WIFE HOES. PERIOD.""",-0.9956820011138916,0.0,0.0
I want yall 2 do a song dedicated to pussy. NOTHING else. Shit'd be fire.,-0.991600751876831,0.2263,-0.2
""" girl, make you some tea, and put lemon juice and honey in it. Very good for you. Trust!""",0.9998563528060913,0.7773,1.0
.....All HIS fault. He's to blame for why im the way i am *Points finger*,-0.9983174800872803,-0.6249,0.0
My mama just made me a lil chicken sandwich:) and it is too on point!,-0.9950805902481079,0.0,0.012500000000000011
need to quit gettn me hype while im at work! Lol my boss bouta be yellin #RillaGang in a min!,-0.9984471201896667,0.5242,1.0
"""Its not that im angry, but its the non chalant shit that i cant deal wit<<<like niggs just got it like dat where u aint gotta give a fuck""",-0.993026614189148,-0.7614,-0.3666666666666667
I dont do well with public disputes. Im not just gon be quiet n let dat ishh ride just cuz we in front of people,-0.9860860109329224,-0.443,0.0
Somebody reallyyy need to make an hour long instrumental for jupiter love. I'd f*ck 2 dat shit all nite. #Ijs,-0.992495059967041,0.3182,0.08333333333333333
Ppl Always Ask Who Is My Best Friend But I Don't Have Just One Bcuz My #TagTeam Loves Are My BestFriends!! I LOVE ALL OF U =),0.9979802966117859,0.9736,0.6666666666666666
I do not no when the lest time I went wear u be goin at now,-0.9922335147857666,0.2235,0.0
will com on we do not have all day this time its gun play,-0.977198600769043,0.0,0.0
Kay kay creep ass Babymovah now she want to com over my aunt house she goin be mad 5:00 I'm gone,-0.9989929795265198,-0.7506,-0.625
Just talk to my Babyfova he want me to lock Tymoni hair thay back home Ty'leah bad is Shit,-0.9994052648544312,-0.7783,-0.3
I'm Not Tryna Date NOBODY In 2014! I Want To Be Married By Then! Ain't SHIT Out Here In These Clubs Or Streets! #Seriously,-0.6884329915046692,0.6049,-0.09027777777777778
I wanna lay wit my baby...naked....while smoking a blunt...listening to some blues...sipping on gin (cause it makes you sin)...*sighs*,-0.9883258938789368,0.0,0.0
""": my break went nothing like it was planned . i did the same shit alllllllllllllllll break you ain't the only one""",-0.9869929552078247,-0.6917,-0.06666666666666667
Still loving the Stallionaires (In my Chance & Real voice) cant wait see you two do something again,0.999671220779419,0.7096,0.4
we definately need you to head that way Please & Thank you ROTFKML (GameSuperStar) teampoochhall Pow,0.9960048794746399,0.5859,0.0
"""Brett , keep tellin me  if I suck yo dick dont tell the mob""",-0.9756987690925598,-0.7351,0.0
After I get off the phone & my baby call I'm going to bed !,0.6443597674369812,0.0,0.0
I mines be coo with her she did use to b Lil sis beginning on the year,0.9929225444793701,0.0,0.0
You ain't gotta say to much from the look in ya eyes I can tell you really want meeee,0.9925209283828735,0.1513,0.2
lmfao I hear ya what's gone be yo excuse at 12 cause u gone have a different one lmao,-0.9972801208496094,0.8271,0.18333333333333332
S/ O too  Pretty get to the money $$ Keep these bitches hatin lol period,-0.9974205493927002,0.2732,0.525
Your a Jefferson nigga u think I give af I you don't fwm ? Lmao bitch b gone,-0.9962731599807739,-0.7873,0.6
He told me he don't like to wait he wasn't lien cause he moved on in a day goddamitt,0.753654420375824,-0.2755,0.0
"""In a good mood today , so I ain't got time to argue with anyone""",0.9992239475250244,0.128,0.7
Bitches be like age ain't nothing but a number well ya can't tell the police that,-0.9966727495193481,0.1573,0.0
"""Na like u said u letting shit go in ya life , guess I'm up thru ....""",-0.9757959246635437,-0.2732,-0.2
""" You Mind Yours , I Do Go 2 School  & If I Din I Still Know How To Spell""",0.5142185688018799,0.0,0.0
Before i beef or fight over a nigga i will replace him . Ahaa. Too much class.,-0.9996906518936157,-0.3818,0.2
-_- happy new years to u . . Btw this her bestfri :) haa but ill tell her u said hey,-0.6007965207099915,-0.09,0.23409090909090913
"""R.I.P. to all my ex's.. The funeral will be held at Never Again Christian Church On the corner of I'm done Road & F*ck you Avenue""",0.9286195039749146,-0.3612,0.0
""" I Ain't Forget About Ya Homie, I Got Chu But U Wasn't Nowhere Around. !""",-0.9979767203330994,0.1593,0.0
I Ain't Never Stressing Ova Anotha Nigga Unless I'm Married Otha Then That You Gets No Sympathy,-0.8344740271568298,-0.4463,0.25
Bitch I Been Told U That Remember And You Was Like Which Uncle Dennis,-0.9909979104995728,-0.3182,0.0
Mfs Always Tryna Say I Think I'm All Dat ...Uhhh Yea Noo U Just A Fuckin Hater .. Don't Hate On The Next Lady Its Gets U Nowhere #Fact,-0.9951802492141724,-0.0245,-0.4
Trueee But Mannnnnn. ION Know You Know How Boys Is Lbs I'm Fucking Madd Asl I Feel Like Punching A Wall,-0.9945021867752075,0.5023,-0.6
Naw I Told U That He Got Mad And Shit But I Ain't Changing My Mind This Time,-0.9906376004219055,-0.5267,-0.4125
